"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"1699,"" 21.0220683253296  , 52.2333677235479    "",""IT"",""17"",""348750"",""40020"",""0"",""3.9379586547491"",""4015"",""761"",""2006"",""8"",""200"",""9"",""0"",""1"""
"1700,"" 21.0101610008567  , 52.2257198930765    "",""IT"",""4"",""117200"",""13010"",""1"",""4.01941202624515"",""1250"",""266"",""2012"",""4"",""27"",""1"",""0"",""1"""
"1701,"" 21.160494984787  , 52.2021895402158   "",""IT"",""49"",""403650"",""9993"",""1"",""-3.10292955851144"",""1003"",""203"",""2003"",""NA"",""338"",""3"",""1026"",""0"""
"1702,""  21.0861989284144  , 52.2813695263304  "",""CAFE"",""3"",""130000"",""7960"",""0"",""-5.96665386756536"",""1528"",""155"",""2010"",""NA"",""30"",""0"",""9032"",""1"""
"1703,"" 21.1638346822159  , 52.2124610983464   "",""CAFE"",""2"",""150504"",""8046"",""0"",""-5.05689310807112"",""1672"",""158"",""2008"",""NA"",""27"",""0"",""14990"",""0"""
"1704,""  21.082169270413  , 52.2835190366139  "",""IT"",""32"",""199519"",""4923"",""0"",""-4.43844613149512"",""513"",""94"",""2004"",""6"",""71"",""1"",""0"",""1"""
"1705,"" 21.0206061296449  , 52.23349915158    "",""PUB"",""3"",""150431"",""7994"",""0"",""-5.22554618404788"",""1539"",""155"",""2004"",""4"",""33"",""1"",""20306"",""1"""
"1706,"" 21.0062139087867  , 52.2212645756593    "",""IT"",""18"",""369250"",""37930"",""1"",""1.77764125165028"",""3874"",""755"",""2011"",""5"",""201"",""1"",""0"",""0"""
"1707,""  21.0773322378518  , 52.2960531682637  "",""IT"",""4"",""200541"",""4947"",""0"",""-6.40611217779462"",""472"",""89"",""2000"",""8"",""77"",""1"",""1202"",""0"""
"1708,"" 21.0248006223692  , 52.2349739911361    "",""RESTAURANT"",""4"",""499186"",""29957"",""0"",""8.92773870789973"",""6023"",""656"",""2012"",""1"",""47"",""0"",""45287"",""0"""
"1709,"" 21.0239836002418  , 52.2323305621045    "",""IT"",""21"",""378500"",""29910"",""1"",""3.79005716561025"",""2866"",""612"",""2011"",""9"",""213"",""7"",""60658"",""1"""
"1710,"" 21.0141474747066  , 52.2327179992991    "",""IT"",""5"",""119300"",""10020"",""1"",""1.12972372382364"",""1015"",""192"",""2013"",""6"",""15"",""2"",""0"",""1"""
"1711,"" 21.0038461657851  , 52.2386312832823    "",""IT"",""5"",""47600"",""4940"",""0"",""2.68048518965169"",""470"",""111"",""2013"",""7"",""17"",""2"",""3004"",""1"""
"1712,"" 21.016170419971  , 52.2265847281134    "",""CAFE"",""5"",""498587"",""30137"",""0"",""6.37729993851856"",""5990"",""606"",""2011"",""NA"",""47"",""0"",""54998"",""1"""
"1713,"" 21.1543494365038  , 52.1860592230037   "",""RESTAURANT"",""3"",""149791"",""7965"",""1"",""-2.27346925833994"",""1614"",""167"",""2002"",""NA"",""26"",""1"",""24110"",""0"""
"1714,"" 21.0251136936352  , 52.2296513218852    "",""IT"",""7"",""53700"",""17100"",""0"",""3.29530025723947"",""1709"",""328"",""2012"",""9"",""22"",""1"",""0"",""1"""
"1715,"" 21.198225906468  , 52.1714215055504   "",""RESTAURANT"",""2"",""150022"",""7950"",""0"",""1.45860192586561"",""1601"",""151"",""2006"",""NA"",""29"",""0"",""0"",""0"""
"1716,"" 21.1455745131811  , 52.1761585719115   "",""IT"",""4"",""87104"",""8811"",""0"",""0.872337935189853"",""860"",""175"",""2012"",""4"",""60"",""3"",""19995"",""1"""
"1717,""  21.0707123293635  , 52.2869857405801  "",""IT"",""33"",""200530"",""5086"",""0"",""-4.81259944045933"",""506"",""87"",""2005"",""6"",""67"",""0"",""1117"",""0"""
"1718,"" 21.0244400623266  , 52.226678105467    "",""IT"",""4"",""140500"",""13020"",""1"",""1.07248766055143"",""1359"",""239"",""2013"",""NA"",""21"",""3"",""3007"",""1"""
"1719,""  21.0628402550076  , 52.2970868463628  "",""IT"",""29"",""199620"",""4979"",""0"",""-4.05385512005815"",""495"",""100"",""2002"",""9"",""69"",""0"",""0"",""1"""
"1720,"" 21.1598896994013  , 52.1719876142265   "",""IT"",""48"",""242110"",""9979"",""1"",""-3.20911502237369"",""967"",""174"",""2000"",""16"",""345"",""1"",""1144"",""1"""
"1721,"" 21.0082130085705  , 52.2283506815601    "",""IT"",""4"",""93000"",""12000"",""0"",""2.56211941492549"",""1253"",""252"",""2012"",""5"",""21"",""0"",""1004"",""1"""
"1722,"" 21.009800083237  , 52.2234905331722    "",""IT"",""23"",""313000"",""34030"",""1"",""2.7762182589967"",""3402"",""644"",""2005"",""7"",""174"",""4"",""58685"",""1"""
"1723,"" 21.1916029788759  , 52.1763536327565   "",""IT"",""51"",""322920"",""9971"",""1"",""-0.752463756778758"",""1059"",""208"",""2000"",""13"",""366"",""0"",""1009"",""1"""
"1724,"" 21.0245890815784  , 52.2384899752354    "",""CAFE"",""6"",""500402"",""29625"",""0"",""25.2820381565753"",""5947"",""609"",""2013"",""NA"",""45"",""1"",""35000"",""0"""
"1725,"" 21.0023961510439  , 52.2300175841013    "",""IT"",""8"",""62700"",""12050"",""0"",""-0.68556569334301"",""1182"",""250"",""2012"",""3"",""25"",""3"",""2006"",""1"""
"1726,"" 21.1570977923265  , 52.173750054515   "",""IT"",""8"",""72930"",""8399"",""1"",""3.55012780867602"",""786"",""176"",""2013"",""4"",""69"",""0"",""20370"",""1"""
"1727,""  21.0715474026371  , 52.288709412415  "",""IT"",""28"",""199359"",""4980"",""1"",""-4.71500978316028"",""446"",""98"",""2004"",""NA"",""70"",""1"",""718"",""0"""
"1728,"" 21.0000229623343  , 52.2364532418689    "",""IT"",""3"",""130400"",""9020"",""0"",""1.4213205831492"",""868"",""168"",""2013"",""6"",""18"",""2"",""0"",""1"""
"1729,"" 21.1395242409222  , 52.2068011367042   "",""IT"",""5"",""75886"",""7175"",""0"",""0.924117013150946"",""720"",""145"",""2011"",""7"",""71"",""1"",""19441"",""0"""
"1730,"" 21.0264010447469  , 52.2358547820244    "",""IT"",""7"",""124300"",""3940"",""0"",""2.62599170414937"",""425"",""85"",""2012"",""7"",""19"",""1"",""0"",""1"""
"1731,""  21.0623978618742  , 52.2793426955445  "",""IT"",""2"",""200636"",""5018"",""1"",""-6.60627550202417"",""530"",""100"",""2005"",""NA"",""69"",""0"",""0"",""0"""
"1732,""  21.035301018944  , 52.2815693948162  "",""RESTAURANT"",""1"",""190300"",""8106"",""0"",""-5.60512646771102"",""1567"",""150"",""2007"",""5"",""30"",""0"",""17133"",""1"""
"1733,""  21.0500099270511  , 52.2889647015696  "",""IT"",""32"",""199466"",""4946"",""1"",""-6.94031375314743"",""450"",""118"",""2001"",""8"",""71"",""3"",""904"",""0"""
"1734,"" 21.1544882680392  , 52.1873280112445   "",""IT"",""5"",""76964"",""6893"",""0"",""0.712844667036999"",""675"",""120"",""2013"",""NA"",""70"",""1"",""20370"",""0"""
"1735,"" 21.0223262952308  , 52.2342736247834    "",""IT"",""19"",""467750"",""48080"",""1"",""1.85650307800728"",""4818"",""981"",""2008"",""8"",""202"",""2"",""59737"",""1"""
"1736,"" 21.0211218616585  , 52.2353837464889    "",""IT"",""2"",""56700"",""5950"",""0"",""3.05952801195017"",""622"",""139"",""2011"",""4"",""28"",""2"",""0"",""1"""
"1737,""  21.0690843595308  , 52.2820856485958  "",""IT"",""29"",""200242"",""5045"",""1"",""-3.1413707538003"",""542"",""118"",""2007"",""7"",""63"",""4"",""0"",""1"""
"1738,"" 21.1465083166836  , 52.1767163805594   "",""CAFE"",""1"",""150224"",""8004"",""0"",""4.27700521998566"",""1600"",""164"",""2006"",""NA"",""27"",""0"",""20020"",""0"""
"1739,""  21.0510461104708  , 52.2781037699431  "",""IT"",""2"",""199675"",""5114"",""0"",""-6.19565290757864"",""545"",""97"",""2005"",""6"",""66"",""0"",""1204"",""1"""
"1740,"" 21.0071817020897  , 52.2360741889197    "",""CAFE"",""2"",""149913"",""7984"",""0"",""5.2970168278703"",""1630"",""161"",""2009"",""3"",""30"",""0"",""0"",""0"""
"1741,"" 21.0268873921838  , 52.222232864988    "",""IT"",""5"",""99100"",""6990"",""0"",""2.503598199068"",""683"",""147"",""2009"",""NA"",""25"",""0"",""4005"",""1"""
"1742,"" 21.1776067243144  , 52.2090993854729   "",""IT"",""8"",""77987"",""8395"",""0"",""0.822293048517471"",""879"",""176"",""2011"",""3"",""72"",""0"",""20480"",""0"""
"1743,"" 21.0168410685107  , 52.2270996315777    "",""RESTAURANT"",""5"",""149489"",""8133"",""0"",""-9.08548729173323"",""1660"",""144"",""2008"",""NA"",""31"",""1"",""0"",""0"""
"1744,"" 21.0279833329658  , 52.2388231930649    "",""IT"",""6"",""148500"",""11080"",""0"",""2.35637509029458"",""1165"",""224"",""2011"",""5"",""26"",""1"",""-2998"",""1"""
"1745,"" 21.0114796219578  , 52.2309057989996    "",""PUB"",""4"",""500518"",""30033"",""0"",""2.23329474742161"",""5950"",""591"",""2011"",""NA"",""59"",""2"",""45115"",""1"""
"1746,"" 21.1755348890983  , 52.2186263094819   "",""IT"",""55"",""333020"",""10067"",""0"",""-1.04869946995544"",""949"",""195"",""1998"",""NA"",""362"",""9"",""899"",""0"""
"1747,""  21.0467416998884  , 52.2974150993908  "",""IT"",""31"",""199950"",""4999"",""1"",""-6.63716588472418"",""528"",""101"",""2003"",""NA"",""66"",""1"",""0"",""1"""
"1748,"" 21.1781886692783  , 52.1944442596217   "",""CAFE"",""2"",""149684"",""8038"",""0"",""-6.45629022953764"",""1628"",""155"",""2008"",""NA"",""28"",""0"",""0"",""0"""
"1749,"" 21.1736109143347  , 52.205380995064   "",""IT"",""48"",""312690"",""10056"",""1"",""-2.29937676858358"",""1033"",""178"",""2006"",""13"",""364"",""8"",""11414180"",""1"""
"1750,"" 21.1456334644686  , 52.1705644712248   "",""CAFE"",""3"",""150051"",""8036"",""0"",""-0.120065624523448"",""1635"",""161"",""2008"",""NA"",""26"",""1"",""18000"",""0"""
"1751,""  21.0775019594491  , 52.2712931851391  "",""IT"",""34"",""200777"",""5058"",""0"",""-5.25546516065646"",""514"",""95"",""1993"",""NA"",""80"",""0"",""1222"",""1"""
"1752,"" 21.0132762570814  , 52.2224567435635    "",""IT"",""18"",""371250"",""42010"",""0"",""3.72872496074232"",""4216"",""769"",""2007"",""5"",""200"",""8"",""61902"",""1"""
"1753,"" 21.153310961538  , 52.2038559201569   "",""RESTAURANT"",""3"",""149827"",""8004"",""1"",""-6.15396484765854"",""1623"",""149"",""2007"",""3"",""29"",""0"",""21020"",""0"""
"1754,""  21.0498155165999  , 52.2802830672124  "",""IT"",""2"",""200103"",""5006"",""1"",""-4.81068558294407"",""528"",""120"",""2003"",""NA"",""65"",""2"",""1205"",""0"""
"1755,"" 21.0087575525027  , 52.232457893109    "",""PUB"",""5"",""499457"",""29741"",""0"",""3.09123509760745"",""6030"",""557"",""2013"",""NA"",""45"",""1"",""55196"",""0"""
"1756,"" 21.1445450161519  , 52.1815138972877   "",""IT"",""51"",""322880"",""9901"",""0"",""-1.60927222338251"",""1003"",""185"",""2003"",""13"",""358"",""2"",""7373508"",""1"""
"1757,"" 21.1722399666142  , 52.2084682330186   "",""IT"",""5"",""69932"",""7194"",""0"",""1.15088599777227"",""727"",""131"",""2010"",""4"",""74"",""0"",""19961"",""0"""
"1758,"" 21.1340381235201  , 52.2027915152069   "",""IT"",""5"",""86107"",""7098"",""0"",""0.19512971967852"",""768"",""139"",""2012"",""NA"",""79"",""1"",""19451"",""1"""
"1759,"" 21.1991933317222  , 52.1891103663761   "",""IT"",""47"",""363350"",""9875"",""1"",""-0.285746732258812"",""1010"",""186"",""2001"",""14"",""360"",""1"",""10201882"",""1"""
"1760,""  21.0462161684176  , 52.2810932036978  "",""IT"",""2"",""200389"",""4952"",""0"",""-5.58607438294828"",""504"",""97"",""2004"",""8"",""68"",""0"",""800"",""0"""
"1761,""  21.0822023001034  , 52.2708303733473  "",""IT"",""34"",""199922"",""4939"",""0"",""-5.20629797623859"",""511"",""97"",""2001"",""NA"",""69"",""3"",""785"",""1"""
"1762,"" 21.0189804834356  , 52.238785488042    "",""RESTAURANT"",""5"",""501510"",""29890"",""0"",""5.24283486336077"",""5880"",""611"",""2013"",""NA"",""45"",""1"",""75171"",""0"""
"1763,""  21.0873423531721  , 52.2760412559495  "",""IT"",""5"",""200228"",""5137"",""0"",""-6.42663316250702"",""521"",""104"",""1996"",""NA"",""70"",""1"",""1201"",""1"""
"1764,"" 21.0199261592054  , 52.2238381087407    "",""CAFE"",""4"",""500347"",""30111"",""0"",""-2.20670784530652"",""6161"",""629"",""2013"",""NA"",""57"",""1"",""30131"",""0"""
"1765,"" 21.0223018348105  , 52.2262707946636    "",""IT"",""4"",""142500"",""5990"",""0"",""2.52986219178307"",""565"",""96"",""2012"",""4"",""16"",""1"",""-2998"",""1"""
"1766,""  21.0696703391755  , 52.2747842238797  "",""CAFE"",""2"",""180400"",""8044"",""0"",""8.43944810864541"",""1618"",""167"",""2009"",""NA"",""28"",""1"",""15100"",""1"""
"1767,"" 21.0119976577435  , 52.2316358316643    "",""IT"",""16"",""366250"",""50110"",""1"",""4.88389383062927"",""5013"",""999"",""2007"",""6"",""195"",""5"",""59717"",""1"""
"1768,"" 21.1394445175268  , 52.1986277085543   "",""CAFE"",""3"",""149828"",""8005"",""0"",""-27.1099023211182"",""1602"",""162"",""2003"",""NA"",""31"",""0"",""25040"",""0"""
"1769,"" 21.196306280856  , 52.1853280262486   "",""PUB"",""3"",""149826"",""7856"",""0"",""-6.50315875587081"",""1582"",""140"",""2010"",""5"",""26"",""1"",""0"",""0"""
"1770,""  21.0350449126633  , 52.2786757293553  "",""IT"",""4"",""199693"",""4945"",""1"",""-4.54456139010743"",""503"",""102"",""1996"",""NA"",""66"",""2"",""694"",""0"""
"1771,"" 21.179517174717  , 52.1760420907685   "",""IT"",""55"",""242080"",""10013"",""1"",""-2.08152661038828"",""1004"",""187"",""2007"",""13"",""364"",""3"",""11212238"",""0"""
"1772,"" 21.0137746694947  , 52.2204279357567    "",""PUB"",""4"",""149265"",""7995"",""0"",""-15.969258948755"",""1595"",""151"",""2010"",""NA"",""31"",""1"",""0"",""1"""
"1773,""  21.0605551078822  , 52.2921698953398  "",""IT"",""26"",""199878"",""5025"",""1"",""-4.09876345677201"",""529"",""100"",""2002"",""8"",""71"",""0"",""309"",""1"""
"1774,""  21.0384367852961  , 52.280103924924  "",""RESTAURANT"",""1"",""119500"",""7926"",""0"",""-9.4942443010813"",""1603"",""170"",""2011"",""3"",""28"",""2"",""0"",""0"""
"1775,"" 21.1810340179047  , 52.1763866854296   "",""CAFE"",""4"",""149597"",""7956"",""0"",""2.15455649143791"",""1580"",""162"",""2007"",""NA"",""32"",""0"",""0"",""0"""
"1776,"" 21.1788566265851  , 52.2153013920924   "",""RESTAURANT"",""3"",""149691"",""7960"",""0"",""-21.1683777777198"",""1611"",""142"",""2005"",""NA"",""28"",""0"",""0"",""0"""
"1777,"" 21.0075260728856  , 52.2227050766302    "",""PUB"",""5"",""500704"",""29960"",""0"",""11.0563091282729"",""6133"",""592"",""2009"",""NA"",""49"",""1"",""30076"",""0"""
"1778,""  21.0825969162677  , 52.2810220756847  "",""IT"",""30"",""198991"",""4942"",""1"",""-5.81083740497519"",""483"",""101"",""2003"",""5"",""69"",""1"",""0"",""0"""
"1779,"" 21.1463620612174  , 52.1835937542305   "",""IT"",""4"",""89087"",""6874"",""0"",""2.51378514909542"",""650"",""105"",""2012"",""6"",""68"",""1"",""18861"",""1"""
"1780,""  21.0704899721406  , 52.2803717835387  "",""RESTAURANT"",""2"",""130100"",""7928"",""0"",""-11.54522174203"",""1573"",""161"",""2005"",""4"",""31"",""1"",""27182"",""1"""
"1781,"" 21.0041135918244  , 52.2251007175073    "",""IT"",""6"",""62700"",""13020"",""1"",""1.62548580453357"",""1312"",""264"",""2014"",""4"",""17"",""3"",""4"",""1"""
"1782,"" 21.1386307837022  , 52.195632922689   "",""IT"",""50"",""302730"",""9803"",""0"",""-0.678311371942523"",""917"",""194"",""2004"",""11"",""319"",""2"",""12121507"",""0"""
"1783,"" 21.0225716128657  , 52.2321382910851    "",""IT"",""20"",""377500"",""36120"",""1"",""3.22109966673959"",""3579"",""749"",""2012"",""NA"",""194"",""5"",""0"",""1"""
"1784,"" 21.1929271601308  , 52.2112314250483   "",""IT"",""51"",""242140"",""10024"",""1"",""-0.42234621450017"",""988"",""208"",""2003"",""15"",""346"",""2"",""8889521"",""1"""
"1785,"" 21.0211828868063  , 52.2223589086859    "",""CAFE"",""5"",""499638"",""29995"",""0"",""17.7761929915825"",""6021"",""625"",""2010"",""NA"",""51"",""0"",""65056"",""0"""
"1786,""  21.0813313411013  , 52.2793800956174  "",""IT"",""27"",""199668"",""5009"",""0"",""-6.062136921007"",""526"",""88"",""2002"",""8"",""70"",""1"",""0"",""1"""
"1787,"" 21.0155871481649  , 52.2285887222085    "",""CAFE"",""5"",""501596"",""29835"",""0"",""6.88967557342101"",""6109"",""640"",""2012"",""NA"",""46"",""2"",""40232"",""0"""
"1788,"" 21.1907872300511  , 52.2170254790271   "",""IT"",""4"",""73902"",""8006"",""0"",""1.91262298868483"",""805"",""170"",""2012"",""3"",""62"",""1"",""20151"",""1"""
"1789,"" 21.0218254814709  , 52.2275457375916    "",""IT"",""3"",""138500"",""1910"",""0"",""3.03283485455896"",""186"",""46"",""2010"",""6"",""23"",""0"",""2"",""1"""
"1790,""  21.0649691447755  , 52.2742796552973  "",""PUB"",""2"",""179900"",""7942"",""0"",""0.138121656113727"",""1561"",""152"",""2010"",""6"",""31"",""1"",""0"",""0"""
"1791,"" 21.0011041983434  , 52.2328812379343    "",""RESTAURANT"",""4"",""499943"",""29973"",""0"",""3.06158153352575"",""6042"",""639"",""2013"",""NA"",""53"",""0"",""39968"",""0"""
"1792,"" 21.0082905534324  , 52.2298487655027    "",""PUB"",""5"",""499979"",""30025"",""0"",""24.2630277153367"",""5908"",""620"",""2013"",""2"",""47"",""1"",""20035"",""1"""
"1793,""  21.0895803936874  , 52.278927199652  "",""PUB"",""3"",""160100"",""7954"",""0"",""-22.5221303438663"",""1545"",""154"",""2005"",""5"",""30"",""0"",""0"",""0"""
"1794,"" 21.0135072162985  , 52.2231953401072    "",""IT"",""8"",""72800"",""4950"",""0"",""1.98739378145733"",""478"",""99"",""2014"",""NA"",""14"",""0"",""0"",""1"""
"1795,""  21.0813483738364  , 52.2767729435838  "",""IT"",""2"",""199842"",""5092"",""1"",""-4.01455936427388"",""516"",""104"",""2003"",""8"",""69"",""0"",""1708"",""0"""
"1796,"" 21.185069265414  , 52.1910777122411   "",""IT"",""3"",""85084"",""7795"",""0"",""1.55103106170946"",""786"",""142"",""2009"",""NA"",""65"",""4"",""19692"",""0"""
"1797,"" 21.1387703302009  , 52.2104137564124   "",""IT"",""4"",""88085"",""7294"",""0"",""1.20868003967419"",""691"",""153"",""2011"",""4"",""67"",""1"",""19763"",""1"""
"1798,""  21.0927499786578  , 52.2985511997226  "",""IT"",""3"",""200547"",""4980"",""0"",""-5.21977758125409"",""504"",""97"",""2002"",""9"",""66"",""0"",""1006"",""1"""
"1799,"" 21.0191720086453  , 52.2378943247953    "",""PUB"",""6"",""149955"",""8020"",""0"",""8.78607281132131"",""1610"",""147"",""2006"",""NA"",""34"",""1"",""0"",""0"""
"1800,"" 21.0102558227673  , 52.23052793507    "",""IT"",""15"",""348750"",""52080"",""1"",""2.66474123359853"",""5135"",""1046"",""2012"",""6"",""208"",""6"",""0"",""1"""
"1801,"" 21.0080992024469  , 52.2339704412455    "",""RESTAURANT"",""1"",""150203"",""7838"",""1"",""-3.83230054382295"",""1591"",""173"",""2009"",""7"",""30"",""0"",""19776"",""0"""
"1802,"" 21.0281577883146  , 52.2334654537961    "",""PUB"",""6"",""499473"",""29823"",""0"",""27.0552369530448"",""6045"",""629"",""2012"",""4"",""58"",""0"",""55116"",""0"""
"1803,""  21.0499532424286  , 52.2913606695062  "",""IT"",""28"",""200344"",""4870"",""0"",""-5.73511129303747"",""499"",""102"",""2008"",""10"",""76"",""2"",""607"",""0"""
"1804,"" 21.0088754177524  , 52.2283344026003    "",""IT"",""19"",""370250"",""37990"",""1"",""3.67702015589133"",""3840"",""737"",""2008"",""7"",""204"",""3"",""0"",""1"""
"1805,""  21.0632490564254  , 52.2729670544504  "",""PUB"",""6"",""241000"",""7947"",""0"",""-1.96147655811292"",""1560"",""161"",""2003"",""4"",""27"",""0"",""25092"",""0"""
"1806,""  21.0433032552735  , 52.273951391771  "",""RESTAURANT"",""2"",""221000"",""7927"",""0"",""0.203631045010175"",""1651"",""132"",""2007"",""5"",""33"",""0"",""23082"",""1"""
"1807,""  21.0582302127918  , 52.2933618209278  "",""RESTAURANT"",""1"",""150200"",""8095"",""0"",""-15.0887334663751"",""1636"",""179"",""2009"",""NA"",""28"",""1"",""7049"",""0"""
"1808,""  21.0332452490437  , 52.2956465867977  "",""CAFE"",""2"",""109800"",""7950"",""1"",""-3.64262911366378"",""1617"",""150"",""2004"",""NA"",""38"",""0"",""31104"",""1"""
"1809,"" 21.0161303436577  , 52.2273560822895    "",""IT"",""20"",""458500"",""25970"",""0"",""3.21527300774249"",""2573"",""529"",""2010"",""NA"",""189"",""8"",""60741"",""1"""
"1810,"" 21.1907721941946  , 52.2119663790031   "",""IT"",""51"",""272440"",""9988"",""1"",""-1.94010605116814"",""998"",""199"",""1997"",""13"",""357"",""2"",""968"",""0"""
"1811,""  21.0943115822808  , 52.2716113227257  "",""IT"",""33"",""199560"",""5042"",""0"",""-4.39951144326638"",""521"",""101"",""2002"",""7"",""75"",""5"",""1095"",""1"""
"1812,"" 21.0059491780123  , 52.2281727451086    "",""IT"",""6"",""86000"",""11010"",""0"",""3.13680044685198"",""1123"",""222"",""2012"",""8"",""17"",""1"",""0"",""1"""
"1813,"" 21.1623146269657  , 52.1819565634057   "",""RESTAURANT"",""5"",""149594"",""7859"",""0"",""-7.60369675544974"",""1555"",""160"",""2010"",""NA"",""27"",""0"",""0"",""0"""
"1814,"" 21.0265639700738  , 52.2206603229512    "",""CAFE"",""7"",""499641"",""29881"",""0"",""11.9815492087976"",""6137"",""580"",""2012"",""NA"",""46"",""0"",""50048"",""0"""
